brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings
MAAHIT,Men Mid-Rise Denim Baggy Jeans,689,2999,0.77,3.3,11
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Roadster,Men Regular Fit Jeans,599,1499,0.6,3.9,78
STUDIO NEXX,Men Straight Fit Jeans,859,1999,0.57,4.8,13
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Roadster,Men Slim Fit Jeans,857,2599,0.67,3.9,276
Urbano Fashion,Men Relaxed Fit Cargo Jeans,1079,2399,0.55,4,476
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,476
Mast & Harbour,Men Straight Fit Jeans,764,1699,0.55,4.5,11
Flying Machine,Men Slim Fit Mid-Rise Jeans,1367,2399,0.43,4.1,16
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Mast & Harbour,Men Skinny Fit Mid-Rise Jeans,751,1599,0.53,4.1,36
WROGN,Men Straight Fit Jeans,1391,2399,0.42,3.9,104
Calvin Klein Jeans,Men Slim Fit Jeans,1391,2399,0.42,3.9,104
Roadster,Men Slim Tapered Fit Jeans,805,2599,0.69,3.9,192
Roadster,Men Loose Fit  Jeans,929,2999,0.69,3.9,28
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
V-Mart,Light Fade Cotton Jeans,664,699,0.05,3.6,36
Style Quotient,Men Plus Size Jeans,999,2499,0.6,4.4,66
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.4,66
Roadster,Men Loose Bootcut Cotton Jeans,779,2599,0.7,3.4,18
Kotty,Men Straight Fit Jeans,659,1999,0.67,4,33
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
WROGN,Men Straight Fit Jeans,959,2399,0.6,3.1,25
Roadster,Men Straight Fit Mid-Rise Jeans,594,1699,0.65,3.1,25
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.1,25
Roadster,Men Slim Tapered Fit Jeans,701,2599,0.73,3.7,288
Roadster,Men Dual Shade Bootcut Jeans,971,2699,0.64,3.5,16
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Roadster,Men Slim Fit Mid-Rise Jeans,628,1699,0.63,3.6,5
Mast & Harbour,Men Carrot Light Fade Jeans,767,2399,0.68,3.8,741
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
styzon,Men Jogger Cargo Styles Jeans,971,3599,0.73,3.9,23
glitchez,Men Straight Ripped Jeans,735,1599,0.54,2.6,34
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Roadster,Men Skinny Fit Mid-Rise Jeans,725,2199,0.67,4.2,25
Roadster,Men Straight Fit Jeans,615,2799,0.78,4,95
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
HERE&NOW,Men Mid Rise Stretchable Jeans,679,1999,0.66,4,404
High Star,Men Bootcut Jeans,1280,2099,0.39,4,826
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
Roadster,Men Straight Pure Cotton Jeans,779,2599,0.7,3.8,52
Mast & Harbour,Men Relaxed Fit Jeans,629,1799,0.65,3,10
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3,10
Roadster,Men Wide Leg Jeans,701,2699,0.74,4.3,16
HERE&NOW,Men Pure Cotton Cargo Jeans,1199,3399,22,4.3,82
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Roadster,Men Slim Fit Stretchable Jeans,824,2499,0.67,4.1,168
WROGN,Men Slim Fit Jeans,1159,1999,0.42,4.1,161
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
glitchez,Men Raw Hem Bootcut Fit Jeans,813,2199,0.63,4.3,11
MASCLN SASSAFRAS,Men Relaxed Fit Jeans,1031,2399,0.57,4.3,1200
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
WROGN,Men Slim Tapered Fit Jeans,1385,2199,0.37,3,6
Beyoung,Men Faded Regular Fit Jeans,999,2499,0.6,4.5,8
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.5,8
Roadster,Men Baggy Fit Cotton Jeans,779,2599,0.7,4,38
Hardsoda by The Indian Garage Co,Men Plus Size Mid-Rise Jeans,883,2599,0.66,4.7,16
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Roadster,Men Straight Fit Jeans,577,1699,0.66,4.3,264
Roadster,Men Straight Fit Jeans,599,1499,0.6,4.1,73
Calvin Klein Jeans,Men Slim Fit Jeans,599,1499,0.6,4.1,73
glitchez,Men Loose Fit Light Fade Jeans,615,2199,0.72,4.1,59
DENIMLOOK,Men Mid-Rise Cargo Jeans,749,2599,18.5,4,35
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Mast & Harbour,Men Skinny Fit Jeans,674,2499,0.73,3.6,441
Mast & Harbour,Men Cargo style Jeans,1039,2599,0.6,3.8,23
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,3.8,23
glitchez,Men Wide Leg Jeans,725,2199,0.67,3.6,48
glitchez,Men Baggy Loose Jeans,681,2199,0.69,4,63
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Roadster,Men Regular Fit Mid-Rise Jeans,519,1299,0.6,4,29
PARIS HAMILTON,Men Relaxed Fit Jeans,899,1999,0.55,4.2,177
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4.2,177
Roadster,Men Slim Fit Jeans,779,2599,0.7,3.6,14
Aeropostale,Men Straight Fit Jeans,1220,3299,0.63,4.2,12
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Mast & Harbour,Men Wide Leg Cotton Jeans,890,2699,0.67,3.7,49
Stylecast X Kotty,Men Regular Fit Mid-Rise Jeans,539,1999,0.73,3.4,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Mast & Harbour,Men Jogger Jeans,769,2199,0.65,4,674
Roadster,Men Baggy Fit Jeans,951,2799,0.66,3.5,15
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
MERCHANT MARINE,Men Slim Fit Jeans,1299,3399,21,3.7,124
Roadster,Men Regular Fit Jeans,628,1699,0.63,4.1,37
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
Mast & Harbour,Men Wide Leg Jeans,836,2699,0.69,2.8,12
glitchez,Men Loose Cropped Jeans,671,2399,0.72,4.1,12
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
MASTERLY WEFT,Straight Fit Mid-Rise Jeans,959,1999,0.52,3.8,22
glitchez,Men Relaxed Fit Jeans,831,1299,0.36,3.8,233
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,233
glitchez,Men Wide Leg Jeans,743,2399,0.69,4.4,39
Bene Kleed,Men Bootcut Jeans,919,2299,0.6,3.9,263
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Kook N Keech,Men Cotton Straight Fit Jeans,1022,3299,0.69,4,17
Mast & Harbour,Men Cargo Style Jogger Jeans,1103,2399,0.54,4,17
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Kook N Keech,Men Straight Fit Jeans,991,3199,0.69,3.8,18
Roadster,Men Relaxed Fit Cargo Jeans,1049,2999,0.65,4.3,295
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
glitchez,Men Cotton  Jogger Fit Jeans,571,2199,0.74,4,55
EDITLOOK,Men Jeans,659,2999,0.78,4.3,7
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.3,7
Kotty,Men Straight Fit Low-Rise Jeans,579,1999,0.71,4.1,30
The Indian Garage Co,Men Slim Fit Jeans,539,1999,0.73,4,469
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Roadster,Men Straight Fit Jeans,839,2399,0.65,4.1,23
Roadster,Men Slim Fit Jeans,703,2199,0.68,3.9,350
Calvin Klein Jeans,Men Slim Fit Jeans,703,2199,0.68,3.9,350
glitchez,Men Relaxed Fit Cargo Jeans,599,1499,0.6,3.9,51
Roadster,Relaxed Fit Jeans,719,2999,0.76,3.8,38
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Roadster,Men Straight Fit Jeans,599,1499,0.6,4.1,19
The Indian Garage Co,Men Relaxed Fit Jeans,728,2699,0.73,4.1,260
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.1,260
WROGN,Men Slim Fit Mid Rise Jeans,699,1999,0.65,4.4,16
Roadster,Men Carrot Fit Jeans,759,1899,0.6,4,395
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
bigbanana,Men Plus Size Mid Rise Jeans,1183,3199,0.63,4.1,18
glitchez,Men Carpenter Pleated Jeans,615,2199,0.72,3.9,81
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,81
Urbano Fashion,Men Mid-Rise Cotton Jeans,1079,2399,0.55,3.7,55
PARIS HAMILTON,Men Bootcut Jeans,899,1999,0.55,3.9,257
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
HERE&NOW,Men Baggy Pure Cotton Jeans,1349,2999,0.55,4.2,20
Roadster,Men Cotton Relaxed Fit Jeans,899,2999,0.7,4.4,76
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
glitchez,Men Baggy Fit Jeans,571,2199,0.74,3.3,87
Roadster,Men Straight Fit Jeans,675,2599,0.74,3.9,25
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Roadster,Men Slim Fit Jeans,743,2399,0.69,3.9,206
Roadster,Relaxed Fit Stretchable Jeans,594,1699,0.65,4.3,6
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
Roadster,Men Cotton Loose Bootcut Jeans,805,2599,0.69,2.9,29
glitchez,Men Acid Wash Baggy Jeans,571,2599,0.78,2.6,22
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
HERE&NOW,Men Pure Cotton Baggy Jeans,1289,2999,0.57,3,5
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3,5
Aeropostale,Men Straight Fit Jeans,1257,3699,0.66,4.6,18
Flying Machine,Men Relaxed High-Rise Jeans,1424,2499,0.43,3.8,33
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
Kolor Fusion,Men Mid-Rise Baggy Jeans,999,2499,0.6,3.7,6
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
glitchez,Men Wide Leg Jeans,659,2199,0.7,4.1,21
FCUK,Men Mid-Rise Jeans,1310,2299,0.43,3.8,39
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Playfeel,Men Straight Fit Cargo Jeans,749,2499,0.7,3.4,21
Nautica,Men Straight Fit Jeans,1304,2899,0.55,4.2,37
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Roadster,Men Relaxed Fit Jeans,1101,2899,0.62,4.2,61
Roadster,Men Straight Fit Jeans,839,2399,0.65,3.7,14
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,3.7,14
glitchez,Men Cotton Loose Fit Jeans,679,1999,0.66,4.4,8
Roadster,Men Straight Fit Jeans,599,1499,0.6,4,182
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
SPYKAR,Men Skinny Slim Fit Jeans,1253,3299,0.62,3.6,13
Roadster,Men Slim Tapered Fit Jeans,599,1499,0.6,3.6,350
Calvin Klein Jeans,Men Slim Fit Jeans,599,1499,0.6,3.6,350
glitchez,Men Skater Fit Jeans,599,1999,0.7,3.1,84
Urbano Fashion,Men Relaxed Fit Cotton Jeans,1079,2399,0.55,4,81
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Powerlook,Relaxed Fit Light Fade Jeans,1304,2899,0.55,3.9,43
WROGN,Men Straight Fit Jeans,1363,2199,0.38,4.6,10
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.6,10
MAAHIT,Men Baggy Fit Mid-Rise Jeans,689,2999,0.77,3.6,19
glitchez,Men Distressed Faded Jeans,571,2199,0.74,4.3,107
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Roadster,Men Jogger Jeans,899,2999,0.7,4.1,905
Roadster,Men Bootcut Jeans,643,2799,0.77,4.1,278
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4.1,278
Bene Kleed,Men Heavy Fade Jeans,979,2799,0.65,3.2,18
Urbano Fashion,Men Straight Fit Jeans,1034,2299,0.55,3.2,19
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Roadster,Men Relaxed Fit Mid-Rise Jeans,577,1699,0.66,3.8,10
Roadster,Men Jogger Jeans,899,2999,0.7,4,262
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
HERE&NOW,Men Regular Fit Jeans,614,1499,0.59,4.2,41
Roadster,Men Straight Fit Jeans,1043,2899,0.64,3.9,7
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Men Straight Fit Jeans,1259,1999,0.37,3.9,9
Urbano Fashion,Non-Stretchable Cargo Jeans,1079,2399,0.55,4.2,144
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
Roadster,Men Slim Fit Mid-Rise Jeans,645,1899,0.66,2.9,22
HERE&NOW,Men Slim Fit Jeans,909,2099,11.9,3.8,580
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
Bene Kleed,Pure Cotton Tinted Jeans,824,3299,0.75,4,61
HERE&NOW,Men Regular Fit Mid-Rise Jeans,849,1699,0.5,3.9,65
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.9,65
bigbanana,Plus Size Men Mid Rise Jeans,1329,3499,0.62,4.3,44
WROGN,Men Straight Fit Jeans,1127,2399,0.53,4.1,128
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
HERE&NOW,Men Mid-Rise Jeans,1022,3299,0.69,3.6,43
Mast & Harbour,Men Loose Tapered Fit Jeans,769,2199,0.65,4,48
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Urbano Fashion,Men Baggy Fit Panelled Jeans,1034,2299,0.55,4.1,351
glitchez,Men Straight Fit Jeans,679,1999,0.66,3.6,252
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Mast & Harbour,Men Straight Fit Jeans,831,2599,0.68,3,13
Roadster,Men Straight Fit Jeans,560,1699,0.67,3.5,38
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,3.5,38
Roadster,Men Vintage Wash Flared Jeans,805,2599,0.69,3.5,15
glitchez,Men Straight Fit Jeans,727,1299,0.44,4,171
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Mast & Harbour,Men Cargo Jeans,840,2899,0.71,4.2,281
Bene Kleed,Men Bootcut Jeans,965,2299,0.58,3.6,90
Calvin Klein Jeans,Men Slim Fit Jeans,965,2299,0.58,3.6,90
Roadster,Men Pure Cotton Straight Jeans,719,1999,0.64,3.9,67
HIGHLANDER,Men Cotton Straight Fit Jeans,873,3799,0.77,3.8,37
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Mast & Harbour,Men Straight Fit Jeans,839,2999,0.72,3.5,48
Roadster,Men Straight Fit Jeans,831,2599,0.68,4.1,11
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.1,11
Roadster,Men Baggy Loose Fit Jeans,571,2599,0.78,3.9,22
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
WROGN,Men Anti Fit Jeans,874,2499,0.65,3.6,25
Roadster,Men Bootcut Jeans,890,3299,0.73,4,482
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4,482
glitchez,Men Baggy Jeans,593,2199,0.73,3.6,53
Roadster,Men Wide Leg Cotton Jeans,890,2699,0.67,3.5,11
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
glitchez,Men Straight Fit Jeans,559,1999,0.72,4.1,31
HERE&NOW,Men Regular Fit Mid-Rise Jeans,1169,2999,0.61,1.8,6
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
HARDSODA,Plus Size Pure Cotton Jeans,755,2799,0.73,3.8,17
Roadster,Men Cotton Wide Leg Jeans,519,2599,0.8,3.7,27
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Roadster,Men Vintage Wash Slim Jeans,779,2599,0.7,4.2,16
HERE&NOW,Men Mid-Rise Jeans,1055,3299,0.68,3.6,14
French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
The Indian Garage Co,Cotton Relaxed Fit  Jeans,1024,2499,0.59,3.4,8
Aeropostale,Men Tapered Fit Jeans,899,2999,0.7,4.4,31
Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
Roadster,Men Slim Fit Jeans,699,1999,0.65,3.7,159
The Indian Garage Co,Men Light Fade Jeans,866,2549,0.66,4.1,231
Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,4.1,231
max,Men Mid-Rise Stretchable Jeans,1393,3399,0.59,4.1,231
Roadster,Skinny Fit Jeans,989,2999,0.67,3.6,2100
Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
